location_country,ua_browser,ua_form_factor,total_visitors,total_sessions,total_checkouts,total_orders_placed
United States,Instagram,Mobile,2,2,0,0
United States,Instagram,Mobile,2,2,0,0
United States,Instagram,Mobile,1,2,0,0
United States,Instagram,Mobile,2,2,0,0
United States,Instagram,Mobile,2,2,0,0
United States,Instagram,Mobile,2,2,0,0
United States,Instagram,Mobile,2,2,0,0
United States,Instagram,Mobile,2,2,0,0
United States,Instagram,Mobile,2,2,0,0
United States,Instagram,Mobile,2,2,0,0
United States,Instagram,Mobile,2,2,0,0
United States,Instagram,Mobile,2,2,0,0
United States,Instagram,Mobile,2,2,0,0
United States,Instagram,Mobile,2,2,0,0
United States,Instagram,Mobile,2,2,0,0
United States,Instagram,Mobile,1,2,0,0
United States,Instagram,Mobile,2,2,0,0
United States,Instagram,Mobile,2,2,1,0
United States,Instagram,Mobile,1,2,0,0
United States,Instagram,Mobile,2,2,0,0
United States,Instagram,Mobile,2,2,0,0
United States,Instagram,Mobile,2,2,0,0
United States,Instagram,Mobile,2,2,0,0
United States,Instagram,Mobile,2,2,0,0
United States,Instagram,Mobile,2,2,0,0
United States,Instagram,Mobile,1,2,0,0
United States,Instagram,Mobile,2,2,0,0
United States,Instagram,Mobile,2,2,0,0
United States,Instagram,Mobile,2,2,0,0
United States,Instagram,Mobile,2,2,0,0
United States,Instagram,Mobile,2,2,0,0
United States,Instagram,Mobile,1,2,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,1,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,1,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,1,0
United States,Instagram,Mobile,1,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,2,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,2,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,1,0
United States,Instagram,Mobile,3,3,1,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,1,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,1,0
United States,Instagram,Mobile,1,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,1,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,2,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,1,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,1,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,2,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,2,3,0,0
United States,Instagram,Mobile,3,3,1,0
United States,Instagram,Mobile,2,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,1,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,2,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,1,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,1,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,2,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,1,3,1,0
United States,Instagram,Mobile,2,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,1,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,2,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,2,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,2,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,2,3,0,0
United States,Instagram,Mobile,2,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,3,3,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,1,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,3,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,3,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,1,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,1,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,1,0
United States,Instagram,Mobile,3,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,2,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,3,4,0,0
United States,Instagram,Mobile,3,4,0,0
United States,Instagram,Mobile,3,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,1,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,1,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,3,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,2,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,3,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,3,4,0,0
United States,Instagram,Mobile,2,4,0,0
United States,Instagram,Mobile,3,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,3,4,0,0
United States,Instagram,Mobile,3,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,3,4,0,0
United States,Instagram,Mobile,4,4,1,0
United States,Instagram,Mobile,3,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,4,4,1,0
United States,Instagram,Mobile,4,4,0,0
United States,Instagram,Mobile,5,5,0,0
United States,Instagram,Mobile,4,5,0,0
United States,Instagram,Mobile,5,5,0,0
United States,Instagram,Mobile,5,5,0,0
United States,Instagram,Mobile,5,5,0,0
United States,Instagram,Mobile,5,5,0,0
United States,Instagram,Mobile,5,5,0,0
United States,Instagram,Mobile,3,5,0,0
United States,Instagram,Mobile,5,5,1,0
United States,Instagram,Mobile,5,5,0,0
United States,Instagram,Mobile,5,5,0,0
United States,Instagram,Mobile,5,5,2,0
United States,Instagram,Mobile,5,5,0,0
United States,Instagram,Mobile,5,5,0,0
United States,Instagram,Mobile,5,5,0,0
United States,Instagram,Mobile,5,5,0,0
United States,Instagram,Mobile,4,5,0,0
United States,Instagram,Mobile,5,5,0,0
United States,Instagram,Mobile,4,5,0,0
United States,Instagram,Mobile,5,5,0,0
United States,Instagram,Mobile,5,5,0,0
United States,Instagram,Mobile,5,5,0,0
United States,Instagram,Mobile,5,5,0,0
United States,Instagram,Mobile,4,5,0,0
United States,Instagram,Mobile,5,5,1,0
United States,Instagram,Mobile,5,5,0,0
United States,Instagram,Mobile,5,5,0,0
United States,Instagram,Mobile,5,5,0,0
United States,Instagram,Mobile,5,5,0,0
United States,Instagram,Mobile,5,5,0,0
United States,Instagram,Mobile,4,5,0,0
United States,Instagram,Mobile,5,5,0,0
United States,Instagram,Mobile,5,5,0,0
United States,Instagram,Mobile,5,5,0,0
United States,Instagram,Mobile,5,5,0,0
United States,Instagram,Mobile,5,5,0,0
United States,Instagram,Mobile,5,5,0,0
United States,Instagram,Mobile,5,5,0,0
United States,Instagram,Mobile,5,5,0,0
United States,Instagram,Mobile,5,5,0,0
United States,Instagram,Mobile,5,5,0,0
United States,Instagram,Mobile,5,5,0,0
United States,Instagram,Mobile,2,5,1,0
United States,Instagram,Mobile,5,5,0,0
United States,Instagram,Mobile,4,5,0,0
United States,Instagram,Mobile,2,5,1,0
United States,Instagram,Mobile,5,5,0,0
United States,Instagram,Mobile,5,5,0,0
United States,Instagram,Mobile,3,5,0,0
United States,Instagram,Mobile,5,5,1,0
United States,Instagram,Mobile,4,5,0,0
United States,Instagram,Mobile,4,5,0,0
United States,Instagram,Mobile,5,5,0,0
United States,Instagram,Mobile,5,5,0,0
United States,Instagram,Mobile,5,5,0,0
United States,Instagram,Mobile,5,5,0,0
United States,Instagram,Mobile,4,5,0,0
United States,Instagram,Mobile,5,5,0,0
United States,Instagram,Mobile,6,6,0,0
United States,Instagram,Mobile,6,6,0,0
United States,Instagram,Mobile,6,6,0,0
United States,Instagram,Mobile,6,6,0,0
United States,Instagram,Mobile,6,6,0,0
United States,Instagram,Mobile,6,6,0,0
United States,Instagram,Mobile,6,6,0,0
United States,Instagram,Mobile,6,6,0,0
United States,Instagram,Mobile,6,6,0,0
United States,Instagram,Mobile,6,6,0,0
United States,Instagram,Mobile,5,6,0,0
United States,Instagram,Mobile,6,6,0,0
United States,Instagram,Mobile,6,6,0,0
United States,Instagram,Mobile,5,6,0,0
United States,Instagram,Mobile,6,6,0,0
United States,Instagram,Mobile,6,6,0,0
United States,Instagram,Mobile,5,6,1,0
United States,Instagram,Mobile,6,6,0,0
United States,Instagram,Mobile,6,6,0,0
United States,Instagram,Mobile,6,6,0,0
United States,Instagram,Mobile,6,6,0,0
United States,Instagram,Mobile,6,6,0,0
United States,Instagram,Mobile,5,6,0,0
United States,Instagram,Mobile,6,6,0,0
United States,Instagram,Mobile,6,6,0,0
United States,Instagram,Mobile,6,6,0,0
United States,Instagram,Mobile,6,6,0,0
United States,Instagram,Mobile,5,6,0,0
United States,Instagram,Mobile,6,6,0,0
United States,Instagram,Mobile,6,6,1,0
United States,Instagram,Mobile,6,6,0,0
United States,Instagram,Mobile,6,6,0,0
United States,Instagram,Mobile,4,6,0,0
United States,Instagram,Mobile,6,6,1,0
United States,Instagram,Mobile,6,6,0,0
United States,Instagram,Mobile,6,6,0,0
United States,Instagram,Mobile,6,6,0,0
United States,Instagram,Mobile,6,6,0,0
United States,Instagram,Mobile,5,6,0,0
United States,Instagram,Mobile,6,6,0,0
United States,Instagram,Mobile,5,6,0,0
United States,Instagram,Mobile,6,6,0,0
United States,Instagram,Mobile,7,7,1,0
United States,Instagram,Mobile,5,7,0,0
United States,Instagram,Mobile,6,7,0,0
United States,Instagram,Mobile,6,7,0,0
United States,Instagram,Mobile,7,7,0,0
United States,Instagram,Mobile,7,7,0,0
United States,Instagram,Mobile,7,7,0,0
United States,Instagram,Mobile,6,7,0,0
United States,Instagram,Mobile,6,7,1,0
United States,Instagram,Mobile,7,7,0,0
United States,Instagram,Mobile,6,7,0,0
United States,Instagram,Mobile,7,7,1,0
United States,Instagram,Mobile,7,7,0,0
United States,Instagram,Mobile,5,7,2,0
United States,Instagram,Mobile,7,7,0,0
United States,Instagram,Mobile,4,7,0,0
United States,Instagram,Mobile,7,7,0,0
United States,Instagram,Mobile,7,7,0,0
United States,Instagram,Mobile,4,7,0,0
United States,Instagram,Mobile,6,7,0,0
United States,Instagram,Mobile,7,7,0,0
United States,Instagram,Mobile,7,7,0,0
United States,Instagram,Mobile,5,7,0,0
United States,Instagram,Mobile,4,8,0,0
United States,Instagram,Mobile,8,8,0,0
United States,Instagram,Mobile,8,8,0,0
United States,Instagram,Mobile,7,8,0,0
United States,Instagram,Mobile,8,8,0,0
United States,Instagram,Mobile,8,8,0,0
United States,Instagram,Mobile,7,8,0,0
United States,Instagram,Mobile,8,8,0,0
United States,Instagram,Mobile,7,8,0,0
United States,Instagram,Mobile,8,8,0,0
United States,Instagram,Mobile,8,8,0,0
United States,Instagram,Mobile,8,8,0,0
United States,Instagram,Mobile,7,8,0,0
United States,Instagram,Mobile,8,8,0,0
United States,Instagram,Mobile,8,8,0,0
United States,Instagram,Mobile,6,8,0,0
United States,Instagram,Mobile,7,8,0,0
United States,Instagram,Mobile,8,9,0,0
United States,Instagram,Mobile,8,9,0,0
United States,Instagram,Mobile,8,9,0,0
United States,Instagram,Mobile,9,9,0,0
United States,Instagram,Mobile,8,9,0,0
United States,Instagram,Mobile,9,9,0,0
United States,Instagram,Mobile,8,9,0,0
United States,Instagram,Mobile,9,9,0,0
United States,Instagram,Mobile,6,9,0,0
United States,Instagram,Mobile,8,9,1,0
United States,Instagram,Mobile,8,9,0,0
United States,Instagram,Mobile,9,9,0,0
United States,Instagram,Mobile,7,9,0,0
United States,Instagram,Mobile,9,9,0,0
United States,Instagram,Mobile,9,9,0,0
United States,Instagram,Mobile,8,10,0,0
United States,Instagram,Mobile,10,10,0,0
United States,Instagram,Mobile,9,10,0,0
United States,Instagram,Mobile,10,10,0,0
United States,Instagram,Mobile,10,10,0,0
United States,Instagram,Mobile,10,10,0,0
United States,Instagram,Mobile,7,10,0,0
United States,Instagram,Mobile,9,10,0,0
United States,Instagram,Mobile,10,10,0,0
United States,Instagram,Mobile,10,10,2,0
United States,Instagram,Mobile,11,11,0,0
United States,Instagram,Mobile,10,11,0,0
United States,Instagram,Mobile,11,11,0,0
United States,Instagram,Mobile,8,11,0,0
United States,Instagram,Mobile,11,11,0,0
United States,Instagram,Mobile,7,11,0,0
United States,Instagram,Mobile,11,11,0,0
United States,Instagram,Mobile,9,11,0,0
United States,Instagram,Mobile,11,11,0,0
United States,Instagram,Mobile,9,11,0,0
United States,Instagram,Mobile,9,11,0,0
United States,Instagram,Mobile,11,11,0,0
United States,Instagram,Mobile,10,11,0,0
United States,Instagram,Mobile,12,12,1,0
United States,Instagram,Mobile,12,12,0,0
United States,Instagram,Mobile,11,12,0,0
United States,Instagram,Mobile,12,12,0,0
United States,Instagram,Mobile,11,12,0,0
United States,Instagram,Mobile,11,12,0,0
United States,Instagram,Mobile,11,13,0,0
United States,Instagram,Mobile,11,13,0,0
United States,Instagram,Mobile,13,13,0,0
United States,Instagram,Mobile,13,13,0,0
United States,Instagram,Mobile,13,13,0,0
United States,Instagram,Mobile,12,13,0,0
United States,Instagram,Mobile,12,13,0,0
United States,Instagram,Mobile,13,13,0,0
United States,Instagram,Mobile,13,14,0,0
United States,Instagram,Mobile,11,14,0,0
United States,Instagram,Mobile,14,14,0,0
United States,Instagram,Mobile,14,14,0,0
United States,Instagram,Mobile,13,14,0,0
United States,Instagram,Mobile,14,14,0,0
United States,Instagram,Mobile,14,14,0,0
United States,Instagram,Mobile,13,15,0,0
United States,Instagram,Mobile,15,15,0,0
United States,Instagram,Mobile,15,15,1,0
United States,Instagram,Mobile,13,15,0,0
United States,Instagram,Mobile,15,15,0,0
United States,Instagram,Mobile,13,15,0,0
United States,Instagram,Mobile,16,16,0,0
United States,Instagram,Mobile,15,16,0,0
United States,Instagram,Mobile,12,16,0,0
United States,Instagram,Mobile,16,16,1,0
United States,Instagram,Mobile,14,16,2,0
United States,Instagram,Mobile,17,17,3,0
United States,Instagram,Mobile,15,17,0,0
United States,Instagram,Mobile,17,18,0,0
United States,Instagram,Mobile,16,18,0,0
United States,Instagram,Mobile,17,18,0,0
United States,Instagram,Mobile,17,18,0,0
United States,Instagram,Mobile,18,19,0,0
United States,Instagram,Mobile,19,19,0,0
United States,Instagram,Mobile,18,19,0,0
United States,Instagram,Mobile,19,19,1,0
United States,Instagram,Mobile,17,19,0,0
United States,Instagram,Mobile,19,19,0,0
United States,Instagram,Mobile,20,20,1,0
United States,Instagram,Mobile,21,21,0,0
United States,Instagram,Mobile,15,21,0,0
United States,Instagram,Mobile,21,21,0,0
United States,Instagram,Mobile,20,21,1,0
United States,Instagram,Mobile,24,24,1,0
United States,Instagram,Mobile,19,24,0,0
United States,Instagram,Mobile,25,25,0,0
United States,Instagram,Mobile,25,25,1,0
United States,Instagram,Mobile,27,27,0,0
United States,Instagram,Mobile,27,27,0,0
United States,Instagram,Mobile,26,28,0,0
United States,Instagram,Mobile,25,28,0,0
United States,Instagram,Mobile,27,29,2,0
United States,Instagram,Mobile,28,29,0,0
United States,Instagram,Mobile,29,30,0,0
United States,Instagram,Mobile,30,30,0,0
United States,Instagram,Mobile,35,35,0,0
United States,Instagram,Mobile,33,35,0,0
United States,Instagram,Mobile,36,36,0,0
United States,Instagram,Mobile,37,39,0,0
United States,Instagram,Mobile,39,40,0,0
United States,Instagram,Mobile,38,40,0,0
United States,Instagram,Mobile,35,40,0,0
United States,Instagram,Mobile,39,40,0,0
United States,Instagram,Mobile,40,41,0,0
United States,Instagram,Mobile,40,43,0,0
United States,Instagram,Mobile,40,43,0,0
United States,Instagram,Mobile,40,44,0,0
United States,Instagram,Mobile,42,44,0,0
United States,Instagram,Mobile,42,45,0,0
United States,Instagram,Mobile,40,46,0,0
United States,Instagram,Mobile,45,50,0,0
United States,Instagram,Mobile,35,52,0,0
United States,Instagram,Mobile,51,54,0,0
United States,Instagram,Mobile,49,54,0,0
United States,Instagram,Mobile,56,59,0,0
United States,Instagram,Mobile,70,71,0,0
United States,Instagram,Mobile,98,103,0,0
United States,Instagram,Mobile,103,105,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,1,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,1,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
United States,Mobile Safari,Mobile,1,1,0,0
